"Genotype" "Trial" "Yield"
"3781" "G081" "TR38" 28.7214400185397
"3782" "G082" "TR38" 56.4987270203728
"3783" "G083" "TR38" 57.2832431172386
"3784" "G084" "TR38" 37.1938352111097
"3785" "G085" "TR38" 36.9957128808645
"3786" "G086" "TR38" 52.2651828721628
"3787" "G087" "TR38" 36.793569089529
"3788" "G088" "TR38" 35.855148331121
"3789" "G089" "TR38" 73.8107184096835
"3790" "G090" "TR38" 48.2497444778754
"3791" "G091" "TR38" 32.1780264589841
"3792" "G092" "TR38" 34.2381269955521
"3793" "G093" "TR38" 39.8836421872647
"3794" "G094" "TR38" 29.4945800565111
"3795" "G095" "TR38" 40.2027164157794
"3796" "G096" "TR38" 28.3026550128509
"3797" "G097" "TR38" 44.1100211500859
"3798" "G098" "TR38" 23.0371390238617
"3799" "G099" "TR38" 61.1272906085521
"3800" "G100" "TR38" 41.4410872453587
"3801" "G001" "TR39" 49.9565986400496
"3802" "G002" "TR39" 30.9570333757186
"3803" "G003" "TR39" 48.6958186632252
"3804" "G004" "TR39" 33.8015077550743
"3805" "G005" "TR39" 50.3635175008245
"3806" "G006" "TR39" 25.9632542127993
"3807" "G007" "TR39" 37.7606310698049
"3808" "G008" "TR39" 45.9096084000892
"3809" "G009" "TR39" 30.9568581475375
"3810" "G010" "TR39" 30.6434621039372
"3811" "G011" "TR39" 28.098542427743
"3812" "G012" "TR39" 51.9409611580372
"3813" "G013" "TR39" 26.3840122857577
"3814" "G014" "TR39" 39.0278342397454
"3815" "G015" "TR39" 45.9747334207031
"3816" "G016" "TR39" 41.9616313355547
"3817" "G017" "TR39" 44.6232565549377
"3818" "G018" "TR39" 33.8713552460092
"3819" "G019" "TR39" 42.1598926750631
"3820" "G020" "TR39" 38.5410035041811
"3821" "G021" "TR39" 44.3136347596688
"3822" "G022" "TR39" 30.0819886888991
"3823" "G023" "TR39" 26.472554844647
"3824" "G024" "TR39" 36.5321583507333
"3825" "G025" "TR39" 26.1453301826958
"3826" "G026" "TR39" 24.6867116820323
"3827" "G027" "TR39" 45.9138279632981
"3828" "G028" "TR39" 39.7966114597761
"3829" "G029" "TR39" 34.1807761705193
"3830" "G030" "TR39" 36.6796988907416
"3831" "G031" "TR39" 40.9914930404565
"3832" "G032" "TR39" 26.5800604552126
"3833" "G033" "TR39" 32.6187724944004
"3834" "G034" "TR39" 42.1359233524267
"3835" "G035" "TR39" 63.1051931527762
"3836" "G036" "TR39" 48.1207564013667
"3837" "G037" "TR39" 40.8796068119218
"3838" "G038" "TR39" 27.6693853290318
"3839" "G039" "TR39" 32.2911341531084
"3840" "G040" "TR39" 22.7129711046916
"3841" "G041" "TR39" 44.3616566137488
"3842" "G042" "TR39" 48.4001301549755
"3843" "G043" "TR39" 33.2840002874823
"3844" "G044" "TR39" 39.4113026227057
"3845" "G045" "TR39" 39.8719441717616
"3846" "G046" "TR39" 36.1866682988749
"3847" "G047" "TR39" 34.3744043569406
"3848" "G048" "TR39" 42.7992794436815
"3849" "G049" "TR39" 37.8533917554103
"3850" "G050" "TR39" 45.949412202628
"3851" "G051" "TR39" 32.4713608212498
"3852" "G052" "TR39" 23.4719319166333
"3853" "G053" "TR39" 33.6761289873173
"3854" "G054" "TR39" 44.7840991346386
"3855" "G055" "TR39" 43.351814497752
"3856" "G056" "TR39" 32.5960334641805
"3857" "G057" "TR39" 23.9539127207207
"3858" "G058" "TR39" 29.6364269071041
"3859" "G059" "TR39" 48.7422007583977
"3860" "G060" "TR39" 35.4949258841164
"3861" "G061" "TR39" 46.9850290663249
"3862" "G062" "TR39" 45.6603251434758
"3863" "G063" "TR39" 48.4126663171227
"3864" "G064" "TR39" 56.83374782922
"3865" "G065" "TR39" 45.1146996891895
"3866" "G066" "TR39" 31.6143069635665
"3867" "G067" "TR39" 41.1811889447392
"3868" "G068" "TR39" 36.5658248762956
"3869" "G069" "TR39" 26.8967248696418
"3870" "G070" "TR39" 37.2889333820539
"3871" "G071" "TR39" 39.7494734550611
"3872" "G072" "TR39" 30.7899198843423
"3873" "G073" "TR39" 58.1517032817452
"3874" "G074" "TR39" 70.8224026629344
"3875" "G075" "TR39" 31.6410327159109
"3876" "G076" "TR39" 28.8068638929226
"3877" "G077" "TR39" 58.6111115740525
"3878" "G078" "TR39" 41.9087049219814
"3879" "G079" "TR39" 42.9224603954791
"3880" "G080" "TR39" 43.5732285856955
"3881" "G081" "TR39" 36.8588666636005
"3882" "G082" "TR39" 61.8861743804518
"3883" "G083" "TR39" 47.3044046152019
"3884" "G084" "TR39" 54.8302359077091
"3885" "G085" "TR39" 41.3653159633095
"3886" "G086" "TR39" 37.2374118655564
"3887" "G087" "TR39" 30.7478794213712
"3888" "G088" "TR39" 46.2709227196295
"3889" "G089" "TR39" 49.8572899014101
"3890" "G090" "TR39" 34.3896894715898
"3891" "G091" "TR39" 28.8300721617883
"3892" "G092" "TR39" 26.384568543875
"3893" "G093" "TR39" 35.982731483642
"3894" "G094" "TR39" 37.6300511499186
"3895" "G095" "TR39" 37.4762903449924
"3896" "G096" "TR39" 35.5834603953222
"3897" "G097" "TR39" 56.3874635741426
"3898" "G098" "TR39" 23.9791735034259
"3899" "G099" "TR39" 45.8579672316315
"3900" "G100" "TR39" 35.1168386976248
"3901" "G001" "TR40" 47.9323781519265
"3902" "G002" "TR40" 35.7716682491787
"3903" "G003" "TR40" 43.2821008842931
"3904" "G004" "TR40" 25.5824887485927
"3905" "G005" "TR40" 47.214532964188
"3906" "G006" "TR40" 21.3010931208644
"3907" "G007" "TR40" 51.1489092477874
"3908" "G008" "TR40" 43.3591829695886
"3909" "G009" "TR40" 35.8836765830906
"3910" "G010" "TR40" 58.8734115675905
"3911" "G011" "TR40" 42.9797840215774
"3912" "G012" "TR40" 44.8863281667756
"3913" "G013" "TR40" 41.3637942144099
"3914" "G014" "TR40" 31.8984187555854
"3915" "G015" "TR40" 40.4324701263505
"3916" "G016" "TR40" 33.5234778015555
"3917" "G017" "TR40" 33.8623394830251
"3918" "G018" "TR40" 33.3202741011508
"3919" "G019" "TR40" 35.7361234899198
"3920" "G020" "TR40" 34.7736646055305
"3921" "G021" "TR40" 31.4223003220768
"3922" "G022" "TR40" 53.7264316614449
"3923" "G023" "TR40" 42.1901565495913
"3924" "G024" "TR40" 22.1721589095811
"3925" "G025" "TR40" 39.0253063897698
"3926" "G026" "TR40" 38.1947653936245
"3927" "G027" "TR40" 46.8729181293243
"3928" "G028" "TR40" 46.2678529195718
"3929" "G029" "TR40" 36.5849747644855
"3930" "G030" "TR40" 31.6789882178053
"3931" "G031" "TR40" 38.7382062933092
"3932" "G032" "TR40" 40.0366735585524
"3933" "G033" "TR40" 51.8232367257041
"3934" "G034" "TR40" 39.9209756842827
"3935" "G035" "TR40" 49.0885243663286
"3936" "G036" "TR40" 63.7025517487436
"3937" "G037" "TR40" 45.4151842747994
"3938" "G038" "TR40" 29.7112606177759
"3939" "G039" "TR40" 34.1087670213668
"3940" "G040" "TR40" 33.8912104574319
"3941" "G041" "TR40" 35.0723653850806
"3942" "G042" "TR40" 58.9055574194864
"3943" "G043" "TR40" 36.8394556447008
"3944" "G044" "TR40" 37.8461127842141
"3945" "G045" "TR40" 41.2501728676541
"3946" "G046" "TR40" 40.6157344595315
"3947" "G047" "TR40" 35.9773809433929
"3948" "G048" "TR40" 33.0085632647492
"3949" "G049" "TR40" 47.9497324199029
"3950" "G050" "TR40" 56.0651967067599
"3951" "G051" "TR40" 44.3400495453414
"3952" "G052" "TR40" 32.2367004405249
"3953" "G053" "TR40" 30.290944293986
"3954" "G054" "TR40" 38.0130426429382
"3955" "G055" "TR40" 47.8017816776276
"3956" "G056" "TR40" 37.6959350508533
"3957" "G057" "TR40" 51.5663551409233
"3958" "G058" "TR40" 26.7333104799352
"3959" "G059" "TR40" 40.9485662485125
"3960" "G060" "TR40" 75.7349702920803
"3961" "G061" "TR40" 40.9629808171042
"3962" "G062" "TR40" 73.8145354038323
"3963" "G063" "TR40" 28.7163121235869
"3964" "G064" "TR40" 40.5131081757465
"3965" "G065" "TR40" 46.9423309070997
"3966" "G066" "TR40" 37.3016442665568
"3967" "G067" "TR40" 27.6773656419637
"3968" "G068" "TR40" 34.7261944803986
"3969" "G069" "TR40" 28.1200252383477
"3970" "G070" "TR40" 31.5836710551222
"3971" "G071" "TR40" 47.2120799396497
"3972" "G072" "TR40" 37.6278963664304
"3973" "G073" "TR40" 23.8096843233656
"3974" "G074" "TR40" 59.618912160356
"3975" "G075" "TR40" 43.0273936563872
"3976" "G076" "TR40" 16.8412785202529
"3977" "G077" "TR40" 36.9299025562492
"3978" "G078" "TR40" 36.8637263003728
"3979" "G079" "TR40" 35.4596517130092
"3980" "G080" "TR40" 41.6885252795097
"3981" "G081" "TR40" 35.5003471597958
"3982" "G082" "TR40" 32.2759414468146
"3983" "G083" "TR40" 53.3931872376402
"3984" "G084" "TR40" 46.5422554841467
"3985" "G085" "TR40" 27.0793670581025
"3986" "G086" "TR40" 46.1610395572492
"3987" "G087" "TR40" 46.3511019600679
"3988" "G088" "TR40" 50.5835109415196
"3989" "G089" "TR40" 84.320603795119
"3990" "G090" "TR40" 48.0172149561556
"3991" "G091" "TR40" 40.5074595039641
"3992" "G092" "TR40" 29.0951167751466
"3993" "G093" "TR40" 41.8438169625953
"3994" "G094" "TR40" 42.1137949778055
"3995" "G095" "TR40" 35.5996394186181
"3996" "G096" "TR40" 29.5861286548094
"3997" "G097" "TR40" 42.7879064101329
"3998" "G098" "TR40" 37.8192013293699
"3999" "G099" "TR40" 50.5928376431901
"4000" "G100" "TR40" 34.0554742244605
"4001" "G001" "TR41" 39.6428533158763
"4002" "G002" "TR41" 78.2140890726773
"4003" "G003" "TR41" 41.9846398213349
"4004" "G004" "TR41" 49.750258321963
"4005" "G005" "TR41" 42.3911890379158
"4006" "G006" "TR41" 55.5147195186832
"4007" "G007" "TR41" 42.8189667158171
"4008" "G008" "TR41" 52.0977540365566
"4009" "G009" "TR41" 58.8775397924351
"4010" "G010" "TR41" 23.7912306451067
"4011" "G011" "TR41" 47.6650881621043
"4012" "G012" "TR41" 50.8903768691143
"4013" "G013" "TR41" 50.9722537902018
"4014" "G014" "TR41" 64.1306133409921
"4015" "G015" "TR41" 56.5770440380521
"4016" "G016" "TR41" 42.5819005001048
"4017" "G017" "TR41" 31.9247526787194
"4018" "G018" "TR41" 41.8622722968279
"4019" "G019" "TR41" 42.2804699307598
"4020" "G020" "TR41" 51.1159542678652
"4021" "G021" "TR41" 57.74172818128
"4022" "G022" "TR41" 47.0879491583616
"4023" "G023" "TR41" 83.8415441525931
"4024" "G024" "TR41" 46.3169211760364
"4025" "G025" "TR41" 77.8284048849095
"4026" "G026" "TR41" 59.8872224870864
"4027" "G027" "TR41" 42.6434540999455
"4028" "G028" "TR41" 74.8965339471255
"4029" "G029" "TR41" 58.4027535424725
"4030" "G030" "TR41" 50.7037951790656
"4031" "G031" "TR41" 39.8092853964901
"4032" "G032" "TR41" 55.4946473502822
"4033" "G033" "TR41" 47.4572022932763
"4034" "G034" "TR41" 55.8987763730275
"4035" "G035" "TR41" 69.8331957905893
"4036" "G036" "TR41" 55.7292348938061
"4037" "G037" "TR41" 54.783449888896
"4038" "G038" "TR41" 55.328055527025
"4039" "G039" "TR41" 36.6081478583715
"4040" "G040" "TR41" 37.939974007091
"4041" "G041" "TR41" 63.5327990154578
"4042" "G042" "TR41" 51.3292013779181
"4043" "G043" "TR41" 49.9272306442762
"4044" "G044" "TR41" 38.0875785107052
"4045" "G045" "TR41" 58.1963002904815
"4046" "G046" "TR41" 46.9668155325696
"4047" "G047" "TR41" 58.0635299401957
"4048" "G048" "TR41" 40.3324481938808
"4049" "G049" "TR41" 68.2211034712631
"4050" "G050" "TR41" 66.1940807554875
"4051" "G051" "TR41" 65.6285406933101
"4052" "G052" "TR41" 40.6144647327529
"4053" "G053" "TR41" 69.8996129406472
"4054" "G054" "TR41" 44.3419104090859
"4055" "G055" "TR41" 43.1043701818112
"4056" "G056" "TR41" 46.5999881878465
"4057" "G057" "TR41" 50.8323856641538
"4058" "G058" "TR41" 36.0323926680189
"4059" "G059" "TR41" 56.6577179385506
"4060" "G060" "TR41" 51.2943162521864
"4061" "G061" "TR41" 75.8297657658447
"4062" "G062" "TR41" 53.2179936886104
"4063" "G063" "TR41" 57.5906803772758
"4064" "G064" "TR41" 59.5474071632674
"4065" "G065" "TR41" 64.107286159177
"4066" "G066" "TR41" 66.7257937667624
"4067" "G067" "TR41" 68.7219794401929
"4068" "G068" "TR41" 57.9991310609329
"4069" "G069" "TR41" 69.856270347319
"4070" "G070" "TR41" 49.6117109291946
"4071" "G071" "TR41" 48.3002250268268
"4072" "G072" "TR41" 52.2643529291538
"4073" "G073" "TR41" 59.1121151373967
"4074" "G074" "TR41" 41.5669912129738
"4075" "G075" "TR41" 35.0855578162668
"4076" "G076" "TR41" 45.7072679963097
"4077" "G077" "TR41" 33.5261102873428
"4078" "G078" "TR41" 35.9264873676933
"4079" "G079" "TR41" 60.0535814926509
"4080" "G080" "TR41" 44.0437245188776
"4081" "G081" "TR41" 38.5976489772757
"4082" "G082" "TR41" 53.1670207266996
"4083" "G083" "TR41" 45.2092307101398
"4084" "G084" "TR41" 40.6881081549443
"4085" "G085" "TR41" 48.194905650021
"4086" "G086" "TR41" 44.3583214355152
"4087" "G087" "TR41" 56.9462578643953
"4088" "G088" "TR41" 46.2979994176052
"4089" "G089" "TR41" 54.1835490814901
"4090" "G090" "TR41" 56.8008772214495
"4091" "G091" "TR41" 50.5975718690682
"4092" "G092" "TR41" 40.2351279387625
"4093" "G093" "TR41" 66.4297069756611
"4094" "G094" "TR41" 36.2977447019549
"4095" "G095" "TR41" 49.7710884092932
"4096" "G096" "TR41" 44.2068065568832
"4097" "G097" "TR41" 59.1135255112629
"4098" "G098" "TR41" 72.7422925124066
"4099" "G099" "TR41" 50.7976123558766
"4100" "G100" "TR41" 48.8116839834474
"4101" "G001" "TR42" 40.3801647482313
"4102" "G002" "TR42" 41.6693128675401
"4103" "G003" "TR42" 61.8906897762337
"4104" "G004" "TR42" 36.4958009014106
"4105" "G005" "TR42" 29.6599739095935
"4106" "G006" "TR42" 62.7871943077865
"4107" "G007" "TR42" 40.7910293676859
"4108" "G008" "TR42" 42.0701098461975
"4109" "G009" "TR42" 39.6942380881353
"4110" "G010" "TR42" 44.7073585632747
"4111" "G011" "TR42" 34.539487230089
"4112" "G012" "TR42" 48.8293074759357
"4113" "G013" "TR42" 67.9845918806464
"4114" "G014" "TR42" 63.3907673319775
"4115" "G015" "TR42" 48.0283608885236
"4116" "G016" "TR42" 62.1938620922554
"4117" "G017" "TR42" 34.8813848602813
"4118" "G018" "TR42" 27.3599169202806
"4119" "G019" "TR42" 40.0656244694957
"4120" "G020" "TR42" 38.6392158171211
"4121" "G021" "TR42" 42.2530359814759
"4122" "G022" "TR42" 33.2925968043704
"4123" "G023" "TR42" 55.24650837366
"4124" "G024" "TR42" 39.9833194077902
"4125" "G025" "TR42" 47.7415610858902
"4126" "G026" "TR42" 41.2011179649062
"4127" "G027" "TR42" 49.9941740565734
"4128" "G028" "TR42" 42.6717535790049
"4129" "G029" "TR42" 58.0574294016482
"4130" "G030" "TR42" 29.1365768833242
"4131" "G031" "TR42" 44.3672207820541
"4132" "G032" "TR42" 62.2741723125921
"4133" "G033" "TR42" 52.6347856727611
"4134" "G034" "TR42" 47.0567889501157
"4135" "G035" "TR42" 57.8412578273253
"4136" "G036" "TR42" 63.3496391103227
"4137" "G037" "TR42" 51.6217748392408
"4138" "G038" "TR42" 36.7279934186412
"4139" "G039" "TR42" 36.9555234435534
"4140" "G040" "TR42" 47.6541188655325
"4141" "G041" "TR42" 66.239597724735
"4142" "G042" "TR42" 28.639007691266
"4143" "G043" "TR42" 48.8038748575362
"4144" "G044" "TR42" 48.8620189823319
"4145" "G045" "TR42" 61.6487032595997
"4146" "G046" "TR42" 45.7408160976812
"4147" "G047" "TR42" 44.6189625887391
"4148" "G048" "TR42" 38.5524930324767
"4149" "G049" "TR42" 43.052194184705
"4150" "G050" "TR42" 50.7096194267519
"4151" "G051" "TR42" 36.9893628608122
"4152" "G052" "TR42" 60.6233405328491
"4153" "G053" "TR42" 41.2526261766601
"4154" "G054" "TR42" 41.3996005209349
"4155" "G055" "TR42" 46.3174222756193
"4156" "G056" "TR42" 62.7279899416854
"4157" "G057" "TR42" 39.3191165697567
"4158" "G058" "TR42" 50.3308221939006
"4159" "G059" "TR42" 46.2774943078493
"4160" "G060" "TR42" 63.1022813450854
"4161" "G061" "TR42" 60.8962839735775
"4162" "G062" "TR42" 69.1817685028277
"4163" "G063" "TR42" 45.3903399718937
"4164" "G064" "TR42" 48.2500063669509
"4165" "G065" "TR42" 39.1675095732014
"4166" "G066" "TR42" 40.8664148991298
"4167" "G067" "TR42" 39.7372016974671
"4168" "G068" "TR42" 31.6983893635398
"4169" "G069" "TR42" 64.6963056444294
"4170" "G070" "TR42" 43.3606496837338
"4171" "G071" "TR42" 58.3483454644165
"4172" "G072" "TR42" 58.1425550150077
"4173" "G073" "TR42" 39.294224358638
"4174" "G074" "TR42" 31.9179236525346
"4175" "G075" "TR42" 51.6663270628276
"4176" "G076" "TR42" 45.8719402097949
"4177" "G077" "TR42" 39.9354110726152
"4178" "G078" "TR42" 41.0436398206071
"4179" "G079" "TR42" 51.4834771468796
"4180" "G080" "TR42" 48.2646470162418
"4181" "G081" "TR42" 51.1633599740948
"4182" "G082" "TR42" 50.4168636007645
"4183" "G083" "TR42" 34.9661739445757
"4184" "G084" "TR42" 46.0391720584507
"4185" "G085" "TR42" 39.5630137201168
"4186" "G086" "TR42" 52.163489399787
"4187" "G087" "TR42" 46.5976420100664
"4188" "G088" "TR42" 59.5050874099237
"4189" "G089" "TR42" 44.3191471215676
"4190" "G090" "TR42" 44.8381218202907
"4191" "G091" "TR42" 54.7682432084533
"4192" "G092" "TR42" 43.3665755680328
"4193" "G093" "TR42" 52.6179123918876
"4194" "G094" "TR42" 44.8187971035447
"4195" "G095" "TR42" 40.3201979682152
"4196" "G096" "TR42" 43.1068953315465
"4197" "G097" "TR42" 56.3775454846191
"4198" "G098" "TR42" 76.5512682904052
"4199" "G099" "TR42" 55.1491841360692
"4200" "G100" "TR42" 42.7136001002684
"4201" "G001" "TR43" 45.475960760726
"4202" "G002" "TR43" 46.0807129474586
"4203" "G003" "TR43" 53.0981644853588
"4204" "G004" "TR43" 40.2017323810353
"4205" "G005" "TR43" 36.3145705382563
"4206" "G006" "TR43" 42.2984852995985
"4207" "G007" "TR43" 23.6583639405613
"4208" "G008" "TR43" 42.7665028634313
"4209" "G009" "TR43" 36.5056217577437
"4210" "G010" "TR43" 37.4893891016819
"4211" "G011" "TR43" 60.752498101083
"4212" "G012" "TR43" 55.7916076182511
"4213" "G013" "TR43" 60.0612609781062
"4214" "G014" "TR43" 52.6622771224527
"4215" "G015" "TR43" 50.0589333113606
"4216" "G016" "TR43" 39.9389475218228
"4217" "G017" "TR43" 36.724963755845
"4218" "G018" "TR43" 39.9722037901692
"4219" "G019" "TR43" 45.4535915632291
"4220" "G020" "TR43" 39.5967600358067
"4221" "G021" "TR43" 51.7188422836097
"4222" "G022" "TR43" 34.5518220474833
"4223" "G023" "TR43" 47.5686455941999
"4224" "G024" "TR43" 28.8803611072973
"4225" "G025" "TR43" 31.5891768321196
"4226" "G026" "TR43" 44.4586119773319
"4227" "G027" "TR43" 49.1147911611873
"4228" "G028" "TR43" 26.0757925020868
"4229" "G029" "TR43" 37.3746542566345
"4230" "G030" "TR43" 37.6546021236218
"4231" "G031" "TR43" 27.2301185656824
"4232" "G032" "TR43" 43.7064484181754
"4233" "G033" "TR43" 36.5207448563059
"4234" "G034" "TR43" 50.8600199485398
"4235" "G035" "TR43" 53.447076179393
"4236" "G036" "TR43" 60.6853898145642
"4237" "G037" "TR43" 42.1858197906248
"4238" "G038" "TR43" 53.0637736023802
"4239" "G039" "TR43" 31.6209925158222
"4240" "G040" "TR43" 52.4736580019537
"4241" "G041" "TR43" 49.4770579028409
"4242" "G042" "TR43" 49.6968297080668
"4243" "G043" "TR43" 50.0417667422995
"4244" "G044" "TR43" 39.5574479424504
"4245" "G045" "TR43" 32.9082477305179
"4246" "G046" "TR43" 29.4013705645418
"4247" "G047" "TR43" 37.1966623621196
"4248" "G048" "TR43" 50.9269035249767
"4249" "G049" "TR43" 49.8776981062045
"4250" "G050" "TR43" 46.5384704972015
"4251" "G051" "TR43" 40.9690471894634
"4252" "G052" "TR43" 37.9312531253398
"4253" "G053" "TR43" 42.3822740591655
"4254" "G054" "TR43" 29.7664225697966
"4255" "G055" "TR43" 36.8784146764045
"4256" "G056" "TR43" 41.6435965321068
"4257" "G057" "TR43" 45.8107970234172
"4258" "G058" "TR43" 37.5107005273784
"4259" "G059" "TR43" 48.1449201422288
"4260" "G060" "TR43" 49.5834353616424
"4261" "G061" "TR43" 63.0120329341969
"4262" "G062" "TR43" 62.0310490606587
"4263" "G063" "TR43" 50.9671177705386
"4264" "G064" "TR43" 37.2017508679052
"4265" "G065" "TR43" 47.9015195540401
"4266" "G066" "TR43" 36.8891827043847
"4267" "G067" "TR43" 44.6459057083429
"4268" "G068" "TR43" 63.1751929956521
"4269" "G069" "TR43" 49.5460942375671
"4270" "G070" "TR43" 31.9260446020067
"4271" "G071" "TR43" 37.4730772313872
"4272" "G072" "TR43" 37.4790102309905
"4273" "G073" "TR43" 43.570236481918
"4274" "G074" "TR43" 46.7016259223367
"4275" "G075" "TR43" 42.8129046596965
"4276" "G076" "TR43" 51.0117193568492
"4277" "G077" "TR43" 34.1557058576667
"4278" "G078" "TR43" 62.6612297012102
"4279" "G079" "TR43" 48.5278589951519
"4280" "G080" "TR43" 45.6136802855208
"4281" "G081" "TR43" 40.4512533567913
"4282" "G082" "TR43" 57.5043598508247
"4283" "G083" "TR43" 53.9300096967497
"4284" "G084" "TR43" 57.4914370019402
"4285" "G085" "TR43" 37.6553170930299
"4286" "G086" "TR43" 56.582064780364
"4287" "G087" "TR43" 31.8887944900689
"4288" "G088" "TR43" 51.0157712683663
"4289" "G089" "TR43" 46.372538501622
"4290" "G090" "TR43" 51.5174032001701
"4291" "G091" "TR43" 35.8413313249259
"4292" "G092" "TR43" 32.7611802193146
"4293" "G093" "TR43" 42.822866495816
"4294" "G094" "TR43" 33.6255154370546
"4295" "G095" "TR43" 67.4565584085328
"4296" "G096" "TR43" 33.9235354212492
"4297" "G097" "TR43" 53.5349881103448
"4298" "G098" "TR43" 42.733526545914
"4299" "G099" "TR43" 48.9033132011134
"4300" "G100" "TR43" 44.5354762561018
"4301" "G001" "TR44" 41.2087208731026
"4302" "G002" "TR44" 43.9865891898727
"4303" "G003" "TR44" 51.2953011011108
"4304" "G004" "TR44" 51.3025336900824
"4305" "G005" "TR44" 52.1328918319784
"4306" "G006" "TR44" 44.6769336752551
"4307" "G007" "TR44" 23.0975392029806
"4308" "G008" "TR44" 36.1068988015856
"4309" "G009" "TR44" 47.952266168
"4310" "G010" "TR44" 38.8706415745946
"4311" "G011" "TR44" 42.8923417330661
"4312" "G012" "TR44" 54.3903020660869
"4313" "G013" "TR44" 36.9468982832238
"4314" "G014" "TR44" 50.1583878474955
"4315" "G015" "TR44" 56.877251346566
"4316" "G016" "TR44" 45.9075354446402
"4317" "G017" "TR44" 29.0739317544011
"4318" "G018" "TR44" 29.3695330935223
"4319" "G019" "TR44" 45.0977764004557
"4320" "G020" "TR44" 34.36076576102
"4321" "G021" "TR44" 33.0981604794952
"4322" "G022" "TR44" 50.3242061942375
"4323" "G023" "TR44" 27.6462698642107
"4324" "G024" "TR44" 40.6274466565954
"4325" "G025" "TR44" 39.8552657990277
"4326" "G026" "TR44" 63.3088042148086
"4327" "G027" "TR44" 52.8272874062549
"4328" "G028" "TR44" 31.0296958290435
"4329" "G029" "TR44" 46.236142270358
"4330" "G030" "TR44" 27.0338395528026
"4331" "G031" "TR44" 41.9406224325806
"4332" "G032" "TR44" 62.7110440334874
"4333" "G033" "TR44" 38.1753192742516
"4334" "G034" "TR44" 65.9739814603741
"4335" "G035" "TR44" 46.947544993627
"4336" "G036" "TR44" 38.7570829954077
"4337" "G037" "TR44" 51.2982718126691
"4338" "G038" "TR44" 36.5336253254294
"4339" "G039" "TR44" 47.077279545461
"4340" "G040" "TR44" 36.367901509849
"4341" "G041" "TR44" 52.7643307128673
"4342" "G042" "TR44" 81.519463462144
"4343" "G043" "TR44" 47.1520694685471
"4344" "G044" "TR44" 42.0272911438409
"4345" "G045" "TR44" 32.3673087415258
"4346" "G046" "TR44" 34.1934254343046
"4347" "G047" "TR44" 51.5583743115237
"4348" "G048" "TR44" 62.7697484030121
"4349" "G049" "TR44" 57.8786455602804
"4350" "G050" "TR44" 53.4960569188925
"4351" "G051" "TR44" 46.5094299565405
"4352" "G052" "TR44" 48.9479230732494
"4353" "G053" "TR44" 48.8300546552351
"4354" "G054" "TR44" 34.7939326481315
"4355" "G055" "TR44" 49.5150772619973
"4356" "G056" "TR44" 41.6772491445498
"4357" "G057" "TR44" 40.792979305502
"4358" "G058" "TR44" 40.42536277339
"4359" "G059" "TR44" 29.7648948369987
"4360" "G060" "TR44" 65.126463248179
"4361" "G061" "TR44" 51.4885718973069
"4362" "G062" "TR44" 61.5659676112165
"4363" "G063" "TR44" 57.7964844326774
"4364" "G064" "TR44" 45.103100216526
"4365" "G065" "TR44" 33.518636771561
"4366" "G066" "TR44" 32.1179027170516
"4367" "G067" "TR44" 41.8840172549692
"4368" "G068" "TR44" 46.7172976551775
"4369" "G069" "TR44" 41.8250535434331
"4370" "G070" "TR44" 34.5178071925883
"4371" "G071" "TR44" 39.9449513371632
"4372" "G072" "TR44" 49.9179138753002
"4373" "G073" "TR44" 44.4333896986106
"4374" "G074" "TR44" 14.0435322609009
"4375" "G075" "TR44" 39.0609761211151
"4376" "G076" "TR44" 45.8602886945154
"4377" "G077" "TR44" 48.6169064473945
"4378" "G078" "TR44" 58.9686756330338
"4379" "G079" "TR44" 45.7337545433759
"4380" "G080" "TR44" 40.8753751572055
"4381" "G081" "TR44" 52.8223845897602
"4382" "G082" "TR44" 69.6452439537758
"4383" "G083" "TR44" 55.9427593096887
"4384" "G084" "TR44" 44.9147816630867
"4385" "G085" "TR44" 62.4295150545468
"4386" "G086" "TR44" 50.1051738287422
"4387" "G087" "TR44" 36.554560346609
"4388" "G088" "TR44" 31.7399224257358
"4389" "G089" "TR44" 42.9888794121028
"4390" "G090" "TR44" 31.4665426159972
"4391" "G091" "TR44" 58.135473252679
"4392" "G092" "TR44" 26.8749267021551
"4393" "G093" "TR44" 48.2096699204382
"4394" "G094" "TR44" 49.5932986387216
"4395" "G095" "TR44" 41.2250558963048
"4396" "G096" "TR44" 36.727456340922
"4397" "G097" "TR44" 46.8956615212637
"4398" "G098" "TR44" 38.8072607297055
"4399" "G099" "TR44" 54.9354768212417
"4400" "G100" "TR44" 52.925349224481
"4401" "G001" "TR45" 36.815029944552
"4402" "G002" "TR45" 47.7156382649537
"4403" "G003" "TR45" 48.8891067650151
"4404" "G004" "TR45" 51.2787542675995
"4405" "G005" "TR45" 41.1499722962181
"4406" "G006" "TR45" 51.3634425790079
"4407" "G007" "TR45" 32.9473395627262
"4408" "G008" "TR45" 48.6629737930985
"4409" "G009" "TR45" 56.1537711886262
"4410" "G010" "TR45" 37.2883590532718
"4411" "G011" "TR45" 31.297242415109
"4412" "G012" "TR45" 46.87669342101
"4413" "G013" "TR45" 63.2700497925471
"4414" "G014" "TR45" 48.4634000094729
"4415" "G015" "TR45" 50.1212921585263
"4416" "G016" "TR45" 34.7416893639768
"4417" "G017" "TR45" 38.0374390514747
"4418" "G018" "TR45" 34.7063602886363
